2,9;1,5;12,5;6,6;17;19,63;17,55;25,19;8,57;6,91;5,25;5,5
2,9;2;13;6,6;15,38;19,63;17,55;21,5;13,725;6,91;4,366333333;5,5
2,9;2;13;6,6;15,38;19,63;17,55;21,5;13,725;6,91;4,366333333;3,66
2,9;1;14;10,5;15,38;19,63;17,55;18,7;13,725;6,91;4,366333333;3,66
2,9;6;14,5;10,5;15,38;19,63;17,55;23;13,725;6,91;4,366333333;3,66
2,9;2;14,5;10;15,38;19,63;17,55;23;13,725;6,91;4,366333333;4,5
2,9;1;14,5;9,5;15,38;19,63;22;18,2;13,725;6,91;4,366333333;4,5
2,9;2;14,5;10;15,38;19,63;24,18;18,2;13,725;6,91;4,366333333;4,5
2,9;1;14,5;15;15,38;19,63;24,18;18,2;13,725;6,91;4,366333333;4,5
2,9;1;14,5;10,3;7;19,63;24,18;18,2;13,725;6,91;4,366333333;6
2,9;4;3;10,3;14,1;19,63;24,18;18,2;13,725;6,91;4,366333333;6
2,9;5;3;10,3;14,1;19,63;24,18;18,2;13,725;6,91;4,366333333;3
2,9;2,2;3;3,16;14,1;19,63;24,18;18,2;13,725;9;4,366333333;4
2,9;2,2;9;3,16;14,1;19,63;24,18;18,2;13,725;9;4,366333333;5
2,9;2,2;16;3,16;14,1;19,63;24,18;18,2;13,725;15;4,366333333;8,5
2,9;2,2;23;3,16;14,1;19,63;24,18;18,2;13,725;4;4,366333333;8,5
2,9;2,2;13;3,16;14,1;19,63;24,18;18,2;13,725;14;4,366333333;12
2,9;6;11,2;3,16;26;19,63;24,18;18,2;13,725;14;4,366333333;3,6
2,9;6;11,2;27;11,13;19,63;23,66;18,2;13,725;14;4,366333333;3,6
2,9;6;11,2;27;11,13;12,75;23,66;18,2;13,725;9,5;4,366333333;3,6
2,9;6;11,2;27;11,13;10,5;23,66;21,3;13,725;9,5;4,366333333;3,6
2,9;7;9,6;27;11,13;10,5;25;21,3;13,725;9,5;4,366333333;3,6
2,9;7;9,6;27;11,13;10,5;20,5;21,3;13,725;9,5;4,366333333;7,4
2,9;7;9,6;20,75;11,13;10,5;20,5;18;13,725;9,5;4,366333333;7,4
2,9;4,4;9,6;20,75;11,13;16;19,6;12,6;13,725;9,5;4,366333333;7,4
2,9;4,4;9,6;20,75;11,13;16;19,6;12,6;13,725;9,5;4,366333333;7,4
2,9;6,6;0;20,75;14,4;16;19,6;12,6;13,725;9,5;4,366333333;7,4
2,9;6,6;10;7,3;14,4;17,55;19,6;12,6;13,725;13;4,366333333;10
2,9;;10;7,3;14,4;17,55;19,6;12,6;13,725;5,25;4,366333333;4
2,9;;6,6;7,3;14,4;17,55;18;8,57;13,725;5,25;4,366333333;13
2,9;;6,6;;14,4;;18;8,57;;5,25;;13
