;;;;;;;;;8,00;8,30;2,04
;;;;;;;;;7,87;10,73;6,51
;;;;;;;;;3,10;8,03;12,65
;;;;;;;;;7,43;2,00;5,57
;;;;;;;;;20,96;8,62;3,01
;;;;;;;;;13,50;2,52;3,60
;;;;;;;;;14,22;2,49;1,21
;;;;;;;;;17,30;4,41;11,39
;;;;;;;;;7,00;9,19;11,89
;;;;;;;;;5,92;13,46;0,45
;;;;;;;;;6,90;10,44;0,05
;;;;;;;;;17,00;2,40;0,00
;;;;;;;;;15,63;2,07;0,00
;;;;;;;;;9,50;3,44;1,68
;;;;;;;;;10,00;14,56;8,21
;;;;;;;;;2,30;1,65;1,65
;;;;;;;;;16,30;12,31;1,26
;;;;;;;;;19,10;4,22;0,16
;;;;;;;;;17,70;2,10;0,96
;;;;;;;;;18,50;6,35;0,65
;;;;;;;;;9,00;0,48;0,44
;;;;;;;;;1,64;3,24;1,32
;;;;;;;;;6,86;6,77;5,72
;;;;;;;;;4,00;0,57;4,13
;;;;;;;;;13,90;5,67;6,40
;;;;;;;;;6,40;6,44;6,40
;;;;;;;;;3,20;13,61;6,40
;;;;;;;;;2,00;4,00;6,40
;;;;;;;;;1,40;6,95;6,40
;;;;;;;;;2,20;9,10;6,40
;;;;;;;;;2,87;;7,03
