4173,098505;4392,338505;4821,218505;5332,198505;5825,998505;6449,998505;6987,258505;7461,320118;7862,503667;8146,303667;8324,343667;8402,893667;
4175,598505;4407,838505;4834,218505;5354,198505;5846,998505;6469,998505;7003,418505;7476,674957;7875,003667;8155,603667;8327,043667;8406,823667;
4178,898505;4423,338505;4847,218505;5376,198505;5867,998505;6489,998505;7019,578505;7492,029796;7887,503667;8164,903667;8329,743667;8410,753667;
4182,198505;4442,338505;4860,218505;5398,198505;5889,998505;6509,998505;7035,738505;7507,384634;7900,003667;8174,203667;8332,443667;8414,683667;
4185,498505;4455,998505;4883,468505;5415,198505;5905,998505;6529,998505;7051,898505;7522,739473;7912,503667;8183,503667;8334,223667;8418,613667;
4188,798505;4469,658505;4906,718505;5418,198505;5921,998505;6549,998505;7062,848505;7538,094312;7925,003667;8186,003667;8336,003667;8422,543667;
4192,098505;4483,318505;4929,968505;5424,198505;5937,998505;6569,998505;7073,798505;7553,449151;7937,503667;8188,503667;8337,783667;8422,543667;
4195,398505;;4953,218505;5438,798505;5953,998505;6589,998505;7084,748505;7568,803989;7946,503667;8194,503667;8339,563667;8422,543667;
4202,058505;;4976,218505;5453,398505;5969,998505;6606,998505;7095,698505;7584,158828;7955,503667;8200,503667;8341,343667;8422,543667;
4208,718505;;4991,218505;;5985,998505;;7119,698505;7599,513667;;8210,503667;;8422,543667;
