2,00;12,60;22,24;5,39;7,90;6,14;22,76;25,14;13,50;5,13;9,27;0,00
0,00;12,76;3,32;13,50;5,46;2,50;24,59;10,24;13,50;8,14;1,00;0,00
1,10;2,50;16,89;13,50;11,74;3,40;25,73;12,00;13,50;17,90;9,00;0,00
6,50;13,80;13,92;13,50;3,56;25,57;17,61;22,53;13,50;18,05;9,00;0,00
1,50;3,28;14,30;13,50;3,27;26,66;21,53;6,72;13,50;5,29;9,00;0,00
1,00;1,40;4,00;25,55;5,68;26,00;21,65;9,64;13,50;5,63;3,67;0,00
11,01;2,49;21,50;26,40;9,86;16,00;26,72;9,64;13,50;3,17;3,23;3,90
0,00;3,89;23,58;24,55;17,43;24,80;25,31;9,64;7,00;5,60;3,64;4,22
0,00;0,00;15,40;19,64;16,39;24,27;25,22;22,36;12,35;18,67;14,20;0,00
0,00;0,50;18,15;12,48;9,35;21,78;23,80;23,33;13,40;20,99;11,40;0,00
0,00;0,00;4,00;12,99;22,32;25,89;22,40;16,77;21,69;21,17;9,13;0,00
0,00;0,00;4,00;12,90;12,13;17,90;22,10;10,68;21,46;20,54;2,23;2,40
0,00;0,00;4,00;15,42;6,32;7,62;23,26;7,55;2,86;8,14;15,15;1,00
0,00;0,00;4,00;4,50;6,32;17,03;24,83;11,54;10,00;4,85;15,58;0,00
0,00;0,00;4,00;12,00;6,06;10,12;10,03;16,35;10,00;2,84;5,09;0,00
0,00;6,50;12,00;16,18;10,22;4,89;23,78;12,97;14,39;2,99;0,84;0,00
1,80;13,16;20,00;25,62;12,70;4,16;9,35;11,00;15,08;3,16;1,11;0,00
5,15;8,68;19,90;13,90;10,81;4,34;15,67;5,90;15,00;2,33;3,18;0,00
12,80;3,57;18,00;22,77;9,33;9,08;26,10;17,38;17,92;11,75;2,04;1,00
1,07;10,71;13,40;19,14;4,55;10,06;26,05;22,64;21,93;7,28;5,42;4,00
1,00;20,25;19,50;21,76;12,39;10,84;23,23;22,41;22,05;10,73;1,17;0,00
2,50;7,60;3,50;26,62;17,43;14,46;22,00;23,45;21,88;13,50;0,50;0,00
1,50;8,50;24,00;23,00;22,61;20,57;6,57;10,56;20,96;4,51;0,50;0,00
1,70;9,86;23,36;26,50;27,27;22,89;3,99;15,52;16,15;3,72;1,54;0,00
1,70;18,89;18,97;24,60;21,17;24,52;23,86;21,37;20,03;2,04;6,10;0,00
0,50;5,40;18,00;12,80;16,00;22,90;12,51;22,85;7,44;12,52;0,20;0,00
0,50;20,80;17,33;20,98;16,00;23,92;13,55;13,50;4,46;17,86;1,91;0,00
0,50;3,10;7,00;26,15;16,00;25,24;11,81;13,50;4,78;8,86;2,52;0,00
0,50;;14,58;25,38;16,00;24,19;10,28;13,50;7,05;17,30;0,00;0,00
3,00;;16,40;18,00;13,78;24,63;11,93;13,50;9,53;9,27;0,00;0,00
10,00;;17,00;;10,55;;25,91;13,50;;9,27;;0,00
